,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
2416,A Perfect Enemy,Drama-Mystery-Thriller,en,OCS-Brainstorm Media-Treehouse Pictures-Barry Films-Deutscher Filmförderfonds-Natixis Coficiné-Sábado Películas-HessenFilm und Medien-Crea SGR-The Project-Es Cine-Pulsar Content-OneWorld Entertainment-Televisió de Catalunya (TV3),0,0,89,Released,2021,Famed architect Jeremy Angust is approached on his trip to the Paris Airport by a chatty girl named Texel Textor who needs a ride. He obliges and after they part ways at the airport entrance he misses his flight. As he settles in the lounge he encounters the mysterious young Texel again who insists on telling her strange story — and the conversation grows stranger and more twisted until it turns sinister and deadly.,1,87,38
2418,Wicked,Fantasy-Romance-Drama,en,Tycor International Film Company-PassionFlix,0,0,114,Released,2021,Ivy Morgan a college student in New Orleans falls for Ren Owens the last person she expected to enter her rigidly controlled life.,1,,
2421,Mayday,Mystery-Fantasy-Thriller-Action-Drama,en,Secret Engine-Complementary Colors-Queen's Army,0,0,100,Released,2021,Ana is transported to a dreamlike and dangerous land where she joins an army of girls engaged in a never-ending war. Even though she finds strength in this exhilarating world she realizes that she's not the killer they want her to be and time is running out for her to get home.,1,,38
2422,Christmas on the Farm,Romance-Comedy,en,Hoodlum Entertainment-Stan Australia,0,0,85,Released,2021,Emmy's book about living on an Australian farm is about to be a publishing sensation - and the CEO publisher and her handsome son are coming to see her country life firsthand. Only problem is it's not her life!,1,,
2424,The Power,Horror,en,Head Gear Films-BFI-Metrol Technology-Kreo Films FZ-Stigma Films-Air Street Films,0,0,92,Released,2021,London 1974. As Britain prepares for electrical blackouts to sweep across the country trainee nurse Val arrives for her first day at the crumbling East London Royal Infirmary. With most of the patients and staff evacuated to another hospital Val is forced to work the night shift finding herself in a dark near empty building. Within these walls lies a deadly secret forcing Val to face both her own traumatic past and deepest fears.,1,,
2428,Good on Paper,Comedy-Romance,en,Universal Pictures-Burn Later Productions-Meridian Content,0,0,92,Released,2021,After years of putting her career ahead of love stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper he checks all the boxes but is he everything he appears to be?,1,53,37
2429,The Girl Who Believes in Miracles,Family-Drama,en,120dB Films-Trailmaker Productions-Gerson Productions,0,0,100,Released,2021,When Sara hears a preacher say faith can move mountains she starts praying. Suddenly people in her town are mysteriously healed! But fame soon takes its toll – can Sara’s family save her before it’s too late?,1,40,93
2431,Memoria,Drama-Mystery-Fantasy,en,CNC-Medienboard Berlin-Brandenburg-Xstream Pictures-The Match Factory-Bord Cadre Films-DFI-Louverture Films-ZDF/Arte-Hubert Bals Fund-Burning Blue-Piano-Illuminations Films-Sovereign Films-Labo-Kick the Machine-Anna Sanders Films-Proimagenes Colombia-L'Aide aux Cinémas du Monde-Ministère des Affaires étrangères et du Développement International-Eficine-185 Films-Purin Pictures-Rediance-Beijing Contemporary Art Foundation,0,0,136,Released,2021,A Scottish orchid farmer visiting her ill sister in Bogotá Colombia befriends a young musician and a French archaeologist in charge of monitoring a century-long construction project to tunnel through the Andes mountain range. Each night she is bothered by increasingly loud bangs which prevent her from getting any sleep.,1,,
2433,The Christmas Ball,Romance-TV Movie-Drama-Comedy,en,MarVista Entertainment,0,0,90,Released,2021,Clare a woman struggling with her dance career accepts her Aunt Bridget’s invitation to come to England for the holidays. When Clare arrives she meets Liam a handsome historian who is determined to prove Aunt Bridget’s manor is a historical landmark. Realizing Clare can help Liam prove the manor’s historical value Aunt Bridget proposes they work together to bring back the Christmas Ball from years ago. In the planning process Clare and Liam begin to fall in love and realize their true passion in life is to be together.,1,,
2438,She Paradise,Drama,en,More Avenue-Ulladulla Films,0,0,71,Released,2021,17 year old Sparkle discovers a free spirited group of Soca dancers at a car show in the bustling streets of downtown Trinidad. Enamored by the glimpse of sisterhood she uses her wit to convince them to take her under their wing. The women bring Sparkle into a dizzying nightlife of partying glamour and money but as things spiral out of control Sparkle is forced to make some tough decisions.,1,88,
2440,Evan Wood,Drama,en,Spencer Productions-Lady of the Light Productions-Sorenfilms Productions,0,0,89,Released,2021,Rachel a writing student in Los Angeles finds her life disrupted when she receives news of her grandmother’s passing. At the encouragement of a trusted professor she goes home to process the family’s trauma through her writing. Her return has both healing and painful revelations: a romantic rekindling with an old love interest and most notably the challenge of helping her brother as he struggles with issues of mental health and addiction.,1,,
2442,A Chestnut Family Christmas,Comedy-Drama-TV Movie,en,1Department Entertainment Services,0,0,83,Released,2021,A talented pastry chef accidentally commits to hosting her family for the holidays she poses as the wealthy homeowner in order to impress them. Everything is fine until everyone's secrets are exposed and relationships begin to unravel.,1,,
2444,Pearl,Drama,en,Jung N Restless Productions Inc.-Jeffrey White Productions,0,0,93,Released,2021,After her mother is murdered by her stepfather gifted 15 year old student Pearl goes to live with an ex-lover of her mother a grumpy unemployed film director who pending the results of a paternity test may be her biological father.,1,,
2447,A Slice of Romance,TV Movie-Comedy-Romance,en,CMW Autumn Productions,0,0,85,Released,2021,When unlucky in love PR Executive Mikayla meets coffee shop owner and aspiring pastry chef Austin the pair strike a deal: she’ll taste test his creations if he gives her dating advice. Things are going well until Mikayla starts to feel undermined at work and rent prices at the café rise threatening Austin’s livelihood.,1,,
2451,Apparitions,Horror,en,Cinema Viscera,0,0,82,Released,2021,With only nightmares for childhood memories Lily Stone returns to her family home to find out what happened to her parents. Despite the locals' warnings about an evil presence cursing the house Lily crosses the threshold and discovers not all the ghosts that haunt us are dead.,1,,
2456,Cowgirls vs. Pterodactyls,Action,en,Gooey Film Productions,0,0,73,Released,2021,After her husband is taken by a malicious pterodactyl a schoolteacher enlists the help of a prostitute and a gunslinger to rescue him.,1,,
2458,Drifting Snow,Drama,en,Fifth Town Films-Game Theory Films,0,0,74,Released,2021,Two strangers Joanne (Sonja Smits) and Chris (Jonas Bonnetta) share a winter road trip through rural eastern Ontario. After losing her husband John (Colin Mochrie) Joanne faces the rituals of remote rural life on her own while Chris is processing his failing eyesight and the loss of his mother and the new responsibility of taking over her old home in the country. As their journey together unfolds their drifting memories reveal parallel experiences helping each of them shift the focus of their destination.,1,,
2459,Run Woman Run,Comedy-Drama,en,levelFILM,0,0,100,Released,2021,Beck a single mom lives in Six Nations Canada. After her mother’s death she abandons her dream of becoming a Mohawk language teach- er and an unhealthy lifestyle leads to a diagnosis of Type 2 Diabetes. The ghost of Tom Longboat a sports legend of the early 1900s appears to her. He teaches Beck to become an honor runner dedicating each run to an aspect of creation or a special person in her life. With Tom’s help Beck is able to turn her life around.,1,,
2460,The Desert Project,Comedy-Thriller-Science Fiction,en,Tank Pictures,0,0,95,Released,2021,Ida and her friend Rebecca return to Ida's house after a harrowing day in the desert where their film-crew friends vanish. Through some quirk in technology it appears they went back in time where Ida's then 20-year-old father kills a crew member during a fight. Ida takes Rebecca to her father's workshop where they look at an old 16mm black-and-white film that captures the fragments of events from that day... a 35 years ago.,1,,
2461,The Killer in My Backyard,Thriller-TV Movie,en,Lifetime-Hybrid,0,0,85,Released,2021,After purchasing a house Allyson and her fiancé Eric decide to rent out the guest house to cover the cost of some expenses. Joshua arrives willing to put up a hefty rent for a short stay and appears to be the perfect tenant. But soon after Josh's behavior makes the couple uneasy and his twisted plan begins to unfurl.,1,,
2463,When Love Blooms,TV Movie-Comedy-Romance,en,Incendo Productions-Incendo Media,0,0,90,Released,2021,Risk management analyst Ann Keller's world is full of facts and figures. Just as she hopes to add some creativity back into her life her father Tom has a minor accident and Ann winds up back in her hometown of Franklin Heights a place she left years before in pursuit of a career in the big city.,1,,
2464,Clairevoyant,Comedy,en,Myriad Pictures,0,0,88,Released,2021,Spoiled rich girl Claire Rivers hires a camera crew to document her journey as she attempts to shed her ego and attain enlightenment.,1,78,89
